AQI,Holiday,Day,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph, pm25, pm10, o3, no2, so2, co,AQI
138,0,6,7/13/19,24,18,0,8.8,5,74,21,25,25,23,15,100,88,38.3,1002,24,7,63,12,58,38,75,14,1,5,138
223,0,7,7/14/19,30,23,0,14,7,82,21,28,28,26,10,45,74,0,1004,30,10,87,8,97,33,51,9,1,3,223
173,0,1,7/15/19,31,24,0,14,7,89,22,30,30,27,14,19,75,0,1005,31,10,121,11,82,26,30,9,2,3,173
133,0,2,7/16/19,28,24,0,8.5,6,96,23,29,29,26,18,90,84,0.3,1007,28,10,100,14,70,32,34,9,1,3,133
163,0,3,7/17/19,30,26,0,13.3,6,100,24,32,32,28,28,55,79,0,1006,30,10,136,21,79,22,15,8,1,3,163
112,0,4,7/18/19,32,26,0,9.7,7,89,25,34,34,29,19,67,78,1.2,1003,32,10,98,15,62,19,17,9,1,3,112
138,0,5,7/19/19,32,27,0,8.5,6,82,23,33,33,29,20,90,74,0.5,999,32,10,118,16,59,34,43,15,1,5,138
177,0,6,7/20/19,32,26,0,10.9,7,75,23,33,33,29,13,67,71,0.1,1002,32,10,261,10,83,47,79,15,2,4,177
270,0,7,7/21/19,35,28,0,12.1,7,67,25,37,37,31,13,39,72,7.6,1004,35,9,112,10,111,44,70,11,1,4,270
237,0,1,7/22/19,35,28,0,13.5,7,60,25,37,37,31,16,29,74,0.1,1003,35,10,160,13,101,42,89,13,2,3,237
177,0,2,7/23/19,35,28,0,13.5,8,53,24,37,37,31,19,14,67,0,1002,35,10,180,15,83,49,74,21,2,5,177
237,0,3,7/24/19,36,30,0,10.9,7,46,25,40,40,33,15,44,67,2.6,1002,36,10,192,12,101,53,66,23,2,5,237
270,0,4,7/25/19,37,31,0,12.1,7,38,25,41,41,33,14,37,63,1,1004,37,10,209,11,111,58,83,21,2,6,270
311,0,5,7/26/19,37,31,0,12.1,8,31,25,42,42,34,11,40,62,1.5,1003,37,10,199,9,134,50,62,21,3,5,311
277,0,6,7/27/19,34,31,0,10.8,7,24,25,39,39,32,13,56,69,1,1003,34,10,168,10,113,39,57,10,2,3,277
167,0,7,7/28/19,34,29,0,13.4,8,16,25,37,37,31,25,30,68,0,1005,34,10,164,19,80,33,73,11,2,2,167
123,0,1,7/29/19,35,29,0,13.4,8,9,25,38,38,32,25,6,68,0,1006,35,10,168,19,67,34,82,13,3,2,123
125,0,2,7/30/19,36,29,0,13.4,8,2,25,39,39,32,19,8,66,0,1006,36,10,173,15,58,29,52,12,2,4,125
112,0,3,7/31/19,34,29,0,13.4,8,0,24,37,37,31,23,5,69,0,1007,34,10,160,19,56,30,34,10,2,3,112
112,0,4,8/1/19,33,28,0,13.4,8,0,24,36,36,30,27,9,70,0,1008,33,10,150,21,52,25,23,9,2,3,112
112,0,5,8/2/19,33,28,0,13.4,8,5,24,35,35,30,23,16,71,0,1008,33,10,138,19,54,29,20,9,2,3,112
138,0,6,8/3/19,33,28,0,8.3,7,12,24,35,35,30,21,68,70,5,1007,33,10,101,16,63,27,15,11,1,5,138
125,0,7,8/4/19,33,28,0,13.3,7,20,25,36,36,30,21,45,73,0.1,1006,33,9,125,17,45,29,18,8,1,4,125
125,0,1,8/5/19,33,28,0,13.3,7,27,24,35,35,30,22,37,72,0.2,1006,33,10,126,17,54,28,32,8,2,4,125
137,0,2,8/6/19,34,27,0,13.3,8,34,24,35,35,30,16,21,69,0,1005,34,10,119,13,71,42,34,9,2,4,137
193,0,3,8/7/19,33,27,0,13.3,8,42,24,35,35,30,17,26,71,0,1004,33,10,124,14,88,30,14,8,2,4,193
125,0,4,8/8/19,35,28,0,12,7,49,25,37,37,31,21,56,71,1,1003,35,10,100,17,64,28,11,6,1,4,125
138,0,5,8/9/19,32,25,0,8.3,7,56,24,34,34,29,42,79,75,27.5,999,32,9,70,28,60,20,32,3,1,5,138
150,0,6,8/10/19,31,23,0,8.3,6,63,25,32,32,27,61,94,82,89.1,986,31,7,102,40,56,17,30,8,1,6,150
162,0,7,8/11/19,31,23,0,9.5,6,71,24,32,32,28,37,75,78,24,989,31,8,232,28,38,35,66,14,2,7,162
175,0,1,8/12/19,34,27,0,13.2,8,78,22,34,34,30,19,12,62,0,998,34,10,261,15,71,49,66,23,2,8,175
243,0,2,8/13/19,35,29,0,8.3,7,85,23,36,36,31,10,77,63,8.4,1001,35,9,144,7,103,53,108,19,2,8,243
290,0,3,8/14/19,36,28,0,13.2,7,92,23,36,36,32,5,40,60,0.7,1001,36,10,129,4,117,49,92,15,3,10,290
302,0,4,8/15/19,33,27,0,8.2,7,100,23,34,34,30,15,65,64,0.8,998,33,10,296,12,123,56,122,14,2,9,302
327,0,5,8/16/19,35,29,0,13.2,7,100,23,37,37,32,10,37,63,0.9,1000,35,10,240,9,155,61,129,16,4,9,327
318,0,6,8/17/19,37,31,0,13.1,7,86,24,40,40,33,10,17,62,0.1,1003,37,10,199,9,143,56,71,16,2,8,318
306,0,7,8/18/19,35,29,0,10.7,7,78,24,37,37,31,10,47,67,6.9,1005,35,10,114,8,128,33,60,14,2,7,306
162,0,1,8/19/19,33,27,0,10.7,7,71,23,33,33,30,14,52,68,9,1008,33,9,90,10,73,29,53,12,2,7,162
162,0,2,8/20/19,32,26,0,13.1,6,64,21,31,31,29,12,30,65,0,1008,32,10,90,10,69,45,86,16,3,7,162
203,0,3,8/21/19,35,26,0,13.1,7,57,22,33,33,30,8,29,66,0.1,1006,35,10,127,7,91,54,77,15,2,6,203
270,0,4,8/22/19,35,28,0,12,7,49,23,35,35,30,8,34,65,0.2,1008,35,10,100,7,111,45,47,14,2,6,270
257,0,5,8/23/19,33,28,0,12,7,42,23,34,34,30,18,47,70,13.3,1010,33,9,76,12,107,34,31,14,2,5,257
187,0,6,8/24/19,33,27,0,9.4,7,35,24,36,36,30,17,71,73,19.9,1010,33,8,99,11,86,27,20,9,2,3,187
125,0,7,8/25/19,33,28,0,8.1,7,28,25,36,36,30,24,70,74,7.8,1009,33,9,121,16,62,33,64,12,2,4,125
138,0,1,8/26/19,36,29,0,13,8,20,25,39,39,32,22,19,70,0,1007,36,10,176,17,71,46,67,22,2,5,138
213,0,2,8/27/19,36,27,0,13,7,13,25,39,39,32,15,38,70,18,1007,36,9,215,12,94,30,39,17,2,5,213
167,0,3,8/28/19,34,26,0,9.4,7,6,25,36,36,30,12,71,72,19.9,1008,34,9,186,8,80,26,36,19,2,6,167
175,0,4,8/29/19,24,20,0,8.1,5,0,20,26,26,24,18,80,79,25.8,1010,24,8,189,11,82,56,84,23,2,8,175
317,0,5,8/30/19,34,20,0,12.9,6,0,20,29,29,27,8,19,64,0.1,1012,34,10,169,7,142,50,66,15,2,7,317
270,0,6,8/31/19,30,25,0,12.9,7,0,20,28,28,27,14,28,67,0,1013,30,10,92,11,111,21,42,14,2,5,270
138,0,7,9/1/19,25,22,0,8.1,5,9,20,26,26,24,19,85,78,15.1,1014,25,9,60,14,65,16,31,16,2,5,138
150,0,1,9/2/19,26,20,0,8,5,16,22,27,27,24,22,95,90,126.8,1013,26,8,61,14,46,24,14,28,2,6,150
175,0,2,9/3/19,27,22,0,8,6,24,22,28,28,25,13,76,84,119.6,1012,27,7,41,9,68,40,17,26,2,8,175
273,0,3,9/4/19,30,25,0,9.3,6,32,23,30,30,27,15,71,79,16.7,1009,30,8,113,9,112,25,13,16,2,5,273
138,0,4,9/5/19,32,24,0,12.8,7,39,24,33,33,28,14,25,77,0,1007,32,10,114,11,65,15,9,12,2,5,138
150,0,5,9/6/19,31,26,0,11.9,6,47,22,31,31,28,22,50,71,1.1,1002,31,10,86,17,51,34,60,14,2,6,150
162,0,6,9/7/19,32,25,0,12.8,6,54,22,31,31,28,23,48,68,0.4,1002,32,10,273,18,76,46,73,15,2,7,162
257,0,7,9/8/19,33,27,0,12.8,7,62,21,32,32,29,7,32,62,0.4,1006,33,10,164,5,107,39,37,18,2,6,257
197,0,1,9/9/19,34,25,0,12.7,6,69,22,31,31,28,7,39,70,0.4,1008,34,10,82,6,89,57,92,26,2,8,197
280,0,2,9/10/19,33,27,0,12.7,8,77,23,34,34,30,12,6,69,0,1009,33,10,177,10,114,43,48,15,2,6,280
237,0,3,9/11/19,33,27,0,12.7,6,84,23,33,33,29,12,28,72,0.5,1014,33,10,101,10,101,33,52,14,2,6,237
143,0,4,9/12/19,32,26,0,11.9,6,92,22,32,32,28,12,44,71,0.3,1013,32,10,83,10,73,31,45,11,2,5,143
125,0,5,9/13/19,32,25,0,12.7,7,99,21,30,30,28,10,19,70,0,1011,32,10,91,9,65,32,37,12,2,4,125
150,0,6,9/14/19,32,25,0,12.6,6,100,21,30,30,28,12,40,66,0,1012,32,10,72,10,65,25,43,9,2,6,150
125,0,7,9/15/19,29,25,0,9.2,6,85,21,29,29,27,14,63,69,2.2,1011,29,10,24,11,59,35,56,10,2,4,125
138,0,1,9/16/19,30,24,0,12.6,7,78,17,27,27,26,16,14,56,0,1012,30,10,59,14,64,45,49,12,2,5,138
177,0,2,9/17/19,30,24,0,11.6,7,70,18,28,28,26,18,30,63,0,1014,30,10,17,14,83,39,54,9,3,5,177
147,0,3,9/18/19,29,24,0,11.6,7,63,16,27,27,26,23,25,56,0.2,1017,29,10,21,18,74,35,38,9,2,4,147
227,0,4,9/19/19,27,21,0,11.6,6,55,15,25,25,24,20,7,58,0,1018,27,10,20,17,98,34,54,11,3,4,227
140,0,5,9/20/19,27,22,0,11.6,5,48,15,26,26,24,19,29,58,0.1,1014,27,10,104,15,72,22,41,9,2,4,140
138,0,6,9/21/19,24,16,0,6.1,5,40,17,24,24,21,32,82,73,3.5,1011,24,8,21,22,57,24,36,11,2,5,138
162,0,7,9/22/19,22,17,0,6.1,5,33,17,20,23,20,40,95,75,8.5,1010,22,7,317,27,59,46,44,20,3,7,162
167,0,1,9/23/19,27,16,0,7.4,5,25,15,24,24,23,17,61,61,0.8,1018,27,10,294,13,80,59,88,31,4,7,167
283,0,2,9/24/19,29,19,0,11.6,7,18,15,25,25,24,8,16,57,0,1020,29,10,188,7,115,57,72,28,3,6,283
398,0,3,9/25/19,29,22,0,11.6,7,10,15,26,26,25,7,19,55,0,1020,29,10,104,6,248,36,54,15,3,4,398
187,0,4,9/26/19,28,20,0,11.6,7,2,16,26,26,24,9,10,61,0,1021,28,10,102,8,86,38,49,18,3,4,187
207,0,5,9/27/19,29,21,0,11.6,6,0,17,26,26,24,5,45,65,0,1020,29,10,126,4,92,47,43,18,3,4,207
287,0,6,9/28/19,30,22,0,11.6,6,0,18,27,27,25,8,28,65,0,1018,30,10,230,7,116,43,45,15,3,4,287
237,0,7,9/29/19,30,23,0,11.6,6,0,18,27,27,26,9,30,66,0,1016,30,10,154,8,101,45,39,13,2,3,237
227,0,1,9/30/19,28,22,0,6,6,5,19,27,27,25,12,71,73,1.6,1015,28,10,54,10,98,21,14,9,2,2,227
112,0,2,10/1/19,25,21,0,8.8,5,12,21,26,26,24,35,82,85,54.7,1009,25,7,58,24,46,19,20,10,3,3,112
125,0,3,10/2/19,28,17,0,6,6,19,21,26,26,24,32,81,77,16,1007,28,9,292,23,57,34,33,18,3,4,125
153,0,4,10/3/19,30,24,0,10.2,6,27,21,28,28,26,7,41,72,0.8,1013,30,10,120,6,76,45,52,13,3,4,153
287,0,5,10/4/19,30,24,0,10.2,6,34,21,29,29,26,14,50,76,1.5,1013,30,10,115,11,116,38,43,10,3,3,287
207,0,6,10/5/19,27,21,0,8.8,5,41,17,26,26,24,19,59,68,0.2,1018,27,10,30,16,92,33,41,10,3,2,207
138,0,7,10/6/19,26,20,0,11.6,6,48,13,24,24,22,13,35,58,0,1021,26,10,59,11,45,48,26,19,3,5,138
210,0,1,10/7/19,26,21,0,8.8,5,56,14,24,24,23,9,65,58,0,1020,26,10,104,8,93,53,26,21,4,9,210
314,0,2,10/8/19,24,20,0,8.8,5,63,14,23,23,22,14,60,63,0.2,1021,24,10,170,12,138,51,35,22,4,7,314
250,0,3,10/9/19,25,19,0,11.6,6,70,13,22,22,22,13,17,59,0,1019,25,10,82,10,105,38,54,16,4,4,250
150,0,4,10/10/19,26,20,0,11.6,6,77,14,24,24,22,13,32,58,0,1015,26,10,118,11,65,50,29,18,5,6,150
277,0,5,10/11/19,26,21,0,8.7,5,85,14,24,24,23,14,51,59,0,1014,26,10,63,11,113,47,49,12,3,5,277
312,0,6,10/12/19,26,22,0,11.6,5,92,15,25,25,23,17,55,62,0,1015,26,10,16,14,135,40,43,15,3,4,312
190,0,7,10/13/19,26,21,0,11.6,5,99,16,25,25,23,13,53,64,0.2,1019,26,10,47,10,87,39,37,13,3,3,190
153,0,1,10/14/19,26,19,0,10.2,5,100,14,24,24,22,18,60,63,0.9,1025,26,10,51,15,76,31,32,10,2,3,153
112,0,2,10/15/19,19,17,0,7.3,4,86,9,18,18,18,20,49,57,0,1029,19,10,15,16,54,43,35,18,3,3,112
143,0,3,10/16/19,21,17,0,5.8,4,79,12,19,19,19,15,77,66,1.6,1025,21,10,67,12,73,43,41,18,3,4,143
173,0,4,10/17/19,22,18,0,5.8,5,72,14,20,21,20,14,84,70,3.6,1023,22,10,23,10,82,39,44,19,4,4,173
157,0,5,10/18/19,23,17,0,11.6,6,64,12,20,21,20,14,26,59,0,1022,23,10,62,11,77,49,54,21,4,5,157
283,0,6,10/19/19,25,18,0,11.6,6,57,14,23,23,22,13,1,59,0,1023,25,10,111,11,115,52,64,26,4,6,283
310,0,7,10/20/19,26,19,0,11.2,5,50,14,24,24,22,10,14,58,0,1021,26,10,63,8,133,45,50,21,3,4,310
293,0,1,10/21/19,24,18,0,8.7,5,43,13,23,23,22,12,16,58,0,1018,24,10,72,10,118,47,47,26,3,4,293
220,0,2,10/22/19,24,18,0,8.7,6,35,12,21,21,21,11,36,61,0,1016,24,10,84,9,96,49,51,20,3,4,220
273,0,3,10/23/19,25,20,0,8.7,5,28,13,22,22,21,10,57,59,2.2,1016,25,10,39,8,112,38,47,17,3,5,273
200,0,4,10/24/19,23,19,0,7.2,5,21,14,20,21,20,16,68,67,11.4,1018,23,8,16,12,90,61,64,20,4,7,200
302,0,5,10/25/19,24,19,0,7.2,5,13,12,21,21,21,11,49,59,0,1021,24,10,188,9,123,36,30,12,3,5,302
160,0,6,10/26/19,20,17,0,4.2,4,6,10,19,19,19,15,87,57,0,1023,20,10,65,12,78,40,24,22,3,5,160
175,0,1,10/28/19,23,17,0,8.7,5,0,9,20,20,20,9,24,51,0,1018,23,10,210,7,72,61,37,34,4,8,175
318,0,2,10/29/19,25,16,0,8.7,6,1,8,22,22,21,13,1,49,0,1020,25,10,209,11,144,142,49,29,6,9,318
329,0,3,10/30/19,26,18,0,8.7,6,8,11,23,23,22,8,0,49,0,1023,26,10,117,7,158,145,43,37,5,8,329
311,0,4,10/31/19,26,20,0,8.7,6,12,11,23,23,23,9,1,48,0,1022,26,10,169,8,134,147,79,28,4,7,311
320,0,5,11/1/19,24,18,0,7.2,5,24,9,21,21,21,10,48,49,0,1022,24,10,104,8,146,82,62,26,4,6,320
304,0,6,11/2/19,24,17,0,8.7,6,31,11,20,20,20,10,39,59,0,1020,24,10,88,8,125,107,82,20,5,9,304
331,0,7,11/3/19,25,19,0,8.7,6,39,11,22,22,22,12,17,54,0,1020,25,10,42,10,160,47,52,12,4,6,331
220,0,1,11/4/19,22,18,0,5.6,4,46,12,19,21,19,15,51,60,0.4,1022,22,10,24,12,96,48,47,11,4,7,220
237,0,2,11/5/19,22,17,0,8.7,6,54,10,19,20,19,13,2,54,0,1021,22,10,152,12,101,27,42,14,4,5,237
138,0,3,11/6/19,21,16,0,7.2,4,61,9,18,19,18,10,50,54,0,1018,21,10,134,8,67,28,35,19,3,5,138
150,0,4,11/7/19,20,16,0,5.6,4,69,10,18,18,18,13,63,58,2.2,1019,20,10,41,10,57,44,47,18,4,6,150
240,0,5,11/8/19,20,15,0,8.7,5,76,7,17,18,17,17,25,52,0.1,1024,20,10,13,14,102,27,37,13,3,4,240
138,0,6,11/9/19,23,17,0,8.7,6,84,7,20,20,20,8,0,45,0,1024,23,10,171,7,53,24,37,18,4,5,138
150,0,7,11/10/19,23,16,0,8.7,6,91,7,19,20,19,12,3,47,0,1017,23,10,225,11,50,51,58,28,4,6,150
257,0,1,11/11/19,26,18,0,8.7,6,99,4,21,21,21,10,4,35,0,1017,26,10,234,8,107,80,33,36,6,8,257
303,0,2,11/12/19,21,16,0,8.7,5,100,10,19,19,19,19,34,57,0,1020,21,10,125,14,124,68,31,29,4,6,303
175,0,3,11/13/19,19,15,0,5.5,4,86,7,18,18,18,22,59,52,0,1022,19,10,266,16,82,66,38,26,5,8,175
305,0,4,11/14/19,20,13,0,8.7,5,78,-1,15,16,15,14,3,33,0,1026,20,10,122,12,127,72,31,16,4,5,305
150,0,5,11/15/19,20,16,0,8.7,5,71,10,18,18,18,19,1,60,0,1020,20,10,160,16,75,56,44,22,5,5,150
150,0,6,11/16/19,22,17,0,8.7,5,63,12,19,19,19,22,8,65,0,1016,22,10,157,16,72,42,51,23,5,6,150
162,0,7,11/17/19,25,18,0,8.7,5,56,13,22,22,21,21,25,61,0,1015,25,10,191,15,78,43,32,23,5,7,162
187,0,1,11/18/19,14,10,0,7.1,3,48,-2,12,13,12,25,71,40,0.1,1026,14,9,333,20,86,83,27,13,4,7,187
309,0,2,11/19/19,16,9,0,8.7,4,41,-3,11,12,11,13,3,35,0,1029,16,10,171,11,132,98,28,14,5,6,309
243,0,3,11/20/19,17,12,0,8.7,4,33,4,14,15,14,14,21,49,0,1029,17,10,62,11,103,68,31,21,3,5,243
160,0,4,11/21/19,18,8,0,3.9,4,26,9,16,16,16,17,78,62,0.4,1025,18,10,113,13,78,34,25,26,2,4,160
150,0,5,11/22/19,22,16,0,7.1,5,18,14,19,20,19,13,47,75,0,1021,22,10,84,10,56,45,20,32,4,6,150
173,0,6,11/23/19,20,17,0,3.8,4,10,17,19,19,19,14,79,89,1.2,1018,20,7,107,10,82,37,17,27,3,5,173
150,0,7,11/24/19,21,15,0,3.8,4,3,15,18,19,18,17,87,81,0.4,1020,21,7,172,13,72,36,28,20,3,6,150
227,0,1,11/25/19,11,5,0,5.5,3,0,3,8,11,8,26,77,57,0,1032,11,10,67,21,98,30,25,11,2,4,227
125,0,2,11/26/19,14,4,0,5.5,3,0,4,10,11,10,12,64,58,0,1029,14,10,88,10,57,25,20,20,3,4,125
125,0,3,11/27/19,12,9,0,3.8,3,0,7,9,11,9,23,98,75,12.7,1028,12,8,321,17,62,20,23,18,2,4,125
138,0,4,11/28/19,12,8,0,7.1,3,4,3,8,11,8,21,74,60,0.5,1031,12,8,121,17,64,33,23,15,3,5,138
138,0,5,11/29/19,13,7,0,3.8,3,12,5,10,12,10,15,72,60,0,1031,13,10,34,12,68,32,20,20,2,5,138
138,0,6,11/30/19,14,11,0,3.8,3,20,8,12,13,12,11,81,73,4,1027,14,9,79,8,71,25,17,28,2,5,138
162,0,7,12/1/19,12,9,0,3.8,3,26,10,10,12,10,18,99,86,10.8,1025,12,7,259,14,62,28,19,21, ,7,162
200,0,1,12/2/19,13,7,0,8.7,4,33,-3,8,10,8,22,15,43,0,1028,13,10,320,17,85,59,22,25,6,10,200
318,0,2,12/3/19,15,8,0,8.7,4,41,-4,11,12,11,9,0,35,0,1031,15,10,311,7,143,69,26,39,7,10,318
335,0,3,12/4/19,14,11,0,8.7,4,48,-3,12,12,12,6,15,35,0,1032,14,10,226,5,166,87,19,61,8,13,335
346,0,4,12/5/19,14,9,0,8.7,3,55,0,10,11,10,13,43,48,0,1033,14,10,107,10,180,58,29,30,5,7,346
316,0,5,12/6/19,12,9,0,7.1,3,62,2,9,11,9,19,51,57,0.8,1034,12,9,41,16,141,21,31,13,3,2,316
150,0,6,12/7/19,13,9,0,8.7,4,70,0,10,11,10,11,0,48,0,1032,13,10,252,9,58,39,32,28,5,6,150
263,0,7,12/8/19,16,11,0,8.7,4,77,3,13,13,13,6,0,50,0,1030,16,10,251,5,109,68,33,44,6,9,263
332,0,1,12/9/19,14,10,0,7.1,3,84,2,12,12,12,9,16,52,0,1024,14,10,186,8,162,77,28,55,5,8,332
340,0,2,12/10/19,18,7,0,8.7,5,92,5,13,14,13,9,11,55,0,1021,18,10,184,7,172,69,27,58,6,7,340
333,0,3,12/11/19,17,10,0,8.7,3,99,2,12,13,12,15,28,47,0,1023,17,10,216,12,163,92,36,47,7,12,333
350,0,4,12/12/19,14,9,0,8.7,3,100,2,10,11,10,14,42,53,0,1028,14,10,54,11,185,46,29,22,4,7,350
240,0,5,12/13/19,17,10,0,8.7,4,87,6,13,14,13,15,18,62,0,1025,17,10,165,11,102,50,31,29,4,8,240
223,0,6,12/14/19,16,10,0,8.7,3,79,7,13,13,13,13,45,65,0.1,1026,16,10,178,10,97,64,32,33,4,9,223
316,0,7,12/15/19,17,13,0,5.4,4,72,10,14,15,14,21,47,72,0,1024,17,10,113,15,141,31,26,20,3,6,316
162,0,1,12/16/19,19,15,0,8.7,5,65,12,17,17,17,23,17,75,0,1019,19,10,146,16,64,44,26,27,3,7,162
223,0,2,12/17/19,16,14,0,3.8,4,58,11,16,16,16,16,71,73,0,1019,16,10,237,12,97,66,8,29,4,11,223
328,0,3,12/18/19,10,7,0,3.8,2,50,4,6,9,6,21,100,71,0.9,1027,10,8,40,17,156,39,22,16,2,6,328
223,0,4,12/19/19,9,7,0,3.8,2,43,2,6,8,6,12,92,68,4.3,1028,9,8,104,9,97,32,16,20,3,7,223
188,0,5,12/20/19,11,8,0,3.8,2,36,2,7,9,7,14,69,62,0,1029,11,10,77,11,86,43,21,26,4,9,188
297,0,6,12/21/19,11,5,0,3.8,3,28,8,8,10,8,18,100,87,14.2,1024,11,7,79,13,119,32,25,26,3,7,297
210,0,7,12/22/19,12,7,0,3.8,3,21,10,10,11,10,7,98,91,20.7,1020,12,5,181,6,93,18,27,21,3,8,210
188,0,1,12/23/19,14,10,0,7.1,3,14,7,11,12,11,13,63,76,3.3,1022,14,10,90,10,65,34,27,23,2,9,188
237,0,2,12/24/19,12,7,0,3.8,3,7,8,9,11,9,19,99,81,9.9,1024,12,8,80,14,101,41,26,21,2,7,237
247,0,3,12/25/19,15,7,0,3.8,3,0,12,13,13,13,14,93,90,2.9,1019,15,7,119,10,104,30,16,30,2,6,247
188,0,4,12/26/19,12,7,0,3.8,3,0,7,8,11,8,26,88,76,5.2,1022,12,9,313,19,83,32,17,22,2,9,188
220,0,5,12/27/19,13,7,0,8.7,4,0,-4,8,10,8,10,3,40,0,1029,13,10,286,9,96,59,20,28,4,10,220
327,0,6,12/28/19,12,6,0,8.7,2,8,2,7,9,7,15,47,60,0,1026,12,10,132,12,155,66,32,34,4,9,327
320,0,7,12/29/19,12,5,0,3.9,3,15,9,11,11,11,12,93,81,1.7,1021,12,9,196,8,146,37,19,30,3,6,320
233,0,1,12/30/19,13,8,0,7.1,3,22,6,10,11,10,18,54,69,0,1027,13,10,251,14,100, , , , , ,233
264,0,3,1/1/20,9,3,0,8.7,3,37,1,6,8,6,9,25,60,0,1032,9,10,102,8, ,23,24,19,3,3,264
125,0,4,1/2/20,11,5,0,3.9,3,44,7,8,10,8,13,84,78,0.2,1028,11,10,111,10,52,32,13,31,3,4,125
140,0,5,1/3/20,12,11,0,3.9,3,51,8,10,11,10,14,100,82,0.9,1027,12,8,85,10,72,43,13,28,3,5,140
310,0,6,1/4/20,10,4,0,3.9,2,59,7,8,10,8,13,99,83,1.1,1026,10,6,45,10,133,55,23,22,3,6,310
313,0,7,1/5/20,13,4,0,3.9,3,66,7,9,11,9,25,90,71,0,1025,13,10,104,17,137,45,24,24,3,5,313
240,0,1,1/6/20,20,9,0,8.7,5,73,14,16,16,16,26,40,83,0,1019,20,10,164,17,102,29,28,26,3,6,240
214,0,2,1/7/20,21,12,0,7.1,4,80,13,16,17,16,28,67,79,1,1014,21,5,207,21,78,33,11,29,3,11,214
214,0,3,1/8/20,10,7,0,7.1,2,88,1,6,8,6,22,45,60,0.1,1027,10,10,227,18,92,43,23,22,2,11,214
297,0,4,1/9/20,7,3,0,4,2,95,3,5,7,5,11,83,74,4.8,1026,7,8,31,9,119,36,22,21,3,8,297
247,0,5,1/10/20,10,1,0,4,2,100,6,6,8,6,15,100,80,4.6,1022,10,6,58,12,104,21,22,17,3,6,247
162,0,6,1/11/20,8,6,0,4,2,100,5,6,8,6,15,99,83,7.6,1021,8,7,40,11,64,29,25,18,2,7,162
271,0,7,1/12/20,12,6,0,8.7,3,83,1,7,9,7,13,26,58,0.1,1024,12,10,250,11,91,84,25,22,5,15,271
347,0,1,1/13/20,11,6,0,8.7,2,76,1,7,8,7,8,28,61,0,1024,11,10,90,6,181,97,26,30,5,14,347
358,0,2,1/14/20,10,4,0,5.6,2,69,0,6,8,6,12,55,60,0.2,1026,10,10,205,10,196,92,26,25,4,13,358
354,0,3,1/15/20,9,4,0,5.6,2,61,-1,5,7,5,14,73,61,0.2,1028,9,10,63,11,190,41,28,22,1,5,354
290,0,4,1/16/20,8,3,0,4,2,54,6,5,7,5,16,100,87,5.5,1025,8,8,56,12,117,12,28,15,1,3,290
162,0,5,1/17/20,9,6,0,4,2,47,2,5,7,5,14,87,69,1,1026,9,8,140,11,50,39,24,19,3,7,162
270,0,6,1/18/20,11,5,0,8.7,3,40,-1,6,7,6,9,34,59,0,1026,11,10,231,7,111,61,23,19,3,10,270
329,0,7,1/19/20,12,6,0,8.7,3,32,2,7,9,7,10,7,63,0,1025,12,10,260,9,158,69,28,25,3,11,329
335,0,1,1/20/20,15,6,0,8.7,4,25,3,10,11,10,9,1,60,0,1027,15,10,208,7,165,93,46,32,5,14,335
355,0,2,1/21/20,12,7,0,5.6,2,18,5,8,10,8,20,49,69,0,1026,12,10,118,15,192,81,47,23,3,9,355
344,0,3,1/22/20,12,7,0,4,3,11,9,10,11,10,10,85,85,3,1020,12,9,224,7,177,66,31,23,3,12,344
332,0,4,1/23/20,11,5,0,4,3,3,9,9,10,9,10,91,91,9.5,1023,11,7,168,8,162,33,28,12,2,7,332
220,0,5,1/24/20,10,4,0,4,2,0,6,7,9,7,20,100,79,12.8,1028,10,6,45,15,96,49,39,7,3,7,220
301,0,6,1/25/20,9,5,0,4,2,0,7,6,8,6,21,97,87,17.7,1027,9,7,33,15,121,17,28,6,2,6,301
125,0,7,1/26/20,9,7,0,4,2,4,6,5,8,5,27,100,87,12.9,1023,9,8,24,19,54,17,32,4,2,4,125
150,0,1,1/27/20,8,7,0,4,2,11,3,5,7,5,21,97,76,0.7,1021,8,10,341,16,58,23,33,5,2,6,150
200,0,2,1/28/20,8,5,0,5.6,2,18,1,3,6,3,21,69,70,0,1022,8,10,309,16,77,66,26,7,3,10,200
334,0,3,1/29/20,9,6,0,8.7,3,26,-2,4,7,4,22,29,52,0,1023,9,10,307,17,164,59,42,6,5,8,334
328,0,4,1/30/20,8,5,0,8.7,3,33,-3,3,6,3,21,3,51,0,1023,8,10,315,18,156,62,41,6,5,9,328
329,0,5,1/31/20,12,5,0,8.7,3,37,-5,6,8,6,13,1,39,0,1026,12,10,278,11,158,47,38,10,5,9,329
305,0,6,2/1/20,13,6,0,8.7,4,49,-1,9,9,9,7,8,49,0,1027,13,10,121,6,126,28,32,18,3,5,305
170,0,7,2/2/20,12,7,0,8.7,3,57,2,8,9,8,12,34,62,0,1026,12,10,113,10,81,33,40,10,4,5,170
193,0,1,2/3/20,12,9,0,8.7,3,64,3,9,10,9,13,61,62,0,1027,12,10,50,10,88,53,41,12,4,6,193
