AQI,Holiday,Day,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph, pm25, pm10, o3, no2, so2, co,AQI
227,0,4,8/27/20,32,26,0,11.9,6,57,22,32,32,29,16,46,67,0,1000,32,10,271,13,98,20,33,11,1,7,227
175,0,5,8/28/20,29,26,0,9.4,6,64,24,31,31,28,12,73,80,21.5,1003,29,9,99,9,65,22,28,13,1,8,175
175,0,6,8/29/20,32,25,0,11.9,6,71,24,33,33,28,16,64,78,35.8,1005,32,9,215,13,67,35,31,9,1,8,175
200,0,7,8/30/20,33,28,0,12.9,7,79,25,35,35,30,15,33,75,0.2,1008,33,10,143,12,90,21,25,5,1,6,200
138,0,1,8/31/20,33,27,0,12.9,7,82,24,35,35,30,15,25,74,0.1,1009,33,10,113,12,60,25,28,6,1,5,138
150,0,2,9/1/20,34,28,0,12.9,7,97,23,35,35,31,20,47,67,0.2,1004,34,10,39,16,66,26,30,9,1,6,150
188,0,3,9/2/20,33,27,0,11.9,7,100,22,33,33,30,28,66,64,1.5,1002,33,10,303,22,69,55,103,14,3,9,188
283,0,4,9/3/20,32,25,0,12.8,8,88,18,31,31,29,15,5,52,0,1008,32,10,279,13,115,54,105,18,2,8,283
293,0,5,9/4/20,32,27,0,12.8,7,81,19,30,30,29,11,11,57,0,1011,32,10,146,9,118,35,72,12,2,6,293
150,0,6,9/5/20,32,25,0,12.8,7,73,17,29,29,28,13,5,51,0,1011,32,10,112,11,75,35,62,9,2,6,150
200,0,7,9/6/20,30,26,0,12.8,7,66,17,29,29,28,21,3,55,0,1008,30,10,86,17,77,72,125,21,4,10,200
317,0,1,9/7/20,32,25,0,12.8,6,58,19,30,30,29,21,20,57,0.1,1005,32,10,291,17,142,61,109,22,3,8,317
302,0,2,9/8/20,33,27,0,12.7,8,50,20,33,33,30,13,4,57,0,1011,33,10,174,11,123,42,101,17,2,6,302
163,0,3,9/9/20,33,25,0,12.7,6,43,21,31,31,28,11,42,66,0.8,1009,33,10,150,9,79,36,60,13,1,6,163
177,0,4,9/10/20,29,26,0,7.9,6,35,20,29,29,27,6,66,64,1.3,1008,29,10,163,4,83,27,38,18,1,6,177
175,0,5,9/11/20,29,23,0,7.9,6,28,20,28,28,26,11,78,73,12.3,1010,29,8,122,8,80,29,39,15,1,8,175
162,0,6,9/12/20,30,25,0,7.9,6,20,20,28,28,26,9,85,69,1.4,1013,30,10,44,8,76,27,49,14,2,7,162
150,0,7,9/13/20,28,24,0,9.2,6,13,20,28,28,26,13,67,70,5.5,1015,28,10,58,9,74,22,35,19,1,6,150
162,0,1,9/14/20,29,24,0,12.6,7,5,19,27,27,26,10,47,67,0,1014,29,10,102,8,68,24,22,22,2,7,162
214,0,2,9/15/20,24,23,0,7.9,5,0,20,25,25,23,13,90,83,6.6,1012,24,9,182,10,69,43,53,25,2,11,214
302,0,3,9/16/20,29,20,0,11.6,6,0,20,28,28,25,10,58,74,1.6,1010,29,10,300,8,122,28,42,17,1,8,302
175,0,4,9/17/20,24,19,0,6.1,5,0,20,25,25,22,18,100,87,19.2,1011,24,8,108,13,82,26,33,24,2,8,175
214,0,5,9/18/20,21,19,0,6.1,5,2,17,20,20,20,13,98,80,18.6,1017,21,5,139,11,78,63,29,34,2,11,214
328,0,6,9/19/20,22,18,0,7.5,5,10,16,20,22,20,8,80,76,6.8,1018,22,8,78,6,157,35,49,27,2,8,328
217,0,7,9/20/20,27,21,0,11.6,6,17,15,25,25,24,11,35,58,0,1018,27,10,76,9,95,32,40,22,2,6,217
150,0,1,9/21/20,25,22,0,11.6,6,25,14,25,25,24,7,33,56,0,1016,25,10,109,6,72,28,46,21,2,6,150
162,0,2,9/22/20,24,19,0,6,5,32,13,24,24,22,8,69,55,0,1015,24,10,120,6,59,24,29,25,2,7,162
175,0,3,9/23/20,23,22,0,6,5,40,17,25,25,22,14,72,72,1.3,1014,23,10,52,10,61,34,38,22,2,8,175
162,0,4,9/24/20,27,15,0,11.6,5,47,16,25,25,23,13,39,60,0.2,1015,27,10,217,10,77,28,40,18,2,7,162
150,0,5,9/25/20,27,19,0,8.8,5,55,16,25,25,24,13,35,63,0.7,1013,27,10,169,10,66,28,38,16,2,6,150
150,0,6,9/26/20,27,22,0,11.6,7,62,16,26,26,24,14,24,62,0,1015,27,10,103,11,59,25,38,13,2,6,150
150,0,7,9/27/20,27,22,0,7.4,5,70,17,26,26,24,13,57,67,1,1016,27,10,61,10,53,27,38,14,2,6,150
150,0,1,9/28/20,26,22,0,10.2,5,78,17,25,25,23,16,31,67,0.2,1016,26,10,101,13,49,26,36,15,2,6,150
150,0,2,9/29/20,26,21,0,8.8,5,85,16,25,25,23,10,47,64,0.1,1013,26,10,102,8,52,29,43,15,2,6,150
150,0,3,9/30/20,28,22,0,11.6,7,93,15,26,26,24,10,23,58,0,1012,28,10,180,8,65,41,64,12,2,6,150
190,0,4,10/1/20,27,21,0,11.6,6,97,17,25,25,23,10,27,70,0,1013,27,10,120,8,87,32,65,9,2,5,190
163,0,5,10/2/20,27,21,0,11.6,6,100,17,26,26,24,16,22,68,0,1014,27,10,133,13,79,23,33,13,2,4,163
138,0,6,10/3/20,27,23,0,5.9,6,89,19,26,26,24,17,64,74,0.5,1014,27,10,113,14,57,18,38,8,2,5,138
125,0,7,10/4/20,22,13,0,5.9,5,82,18,20,22,20,25,99,84,39.6,1015,22,7,74,18,43,31,35,10,2,4,125
138,0,1,10/5/20,23,19,0,11.6,6,74,10,20,21,20,20,44,53,0,1020,23,10,89,16,56,26,35,10,2,5,138
112,0,2,10/6/20,23,18,0,10.2,5,67,11,21,22,21,16,39,52,0,1022,23,10,72,13,52,23,38,8,2,3,112
125,0,3,10/7/20,21,20,0,5.9,5,60,12,20,20,20,17,70,61,0.2,1023,21,10,41,12,44,27,45,10,2,4,125
125,0,4,10/8/20,24,19,0,11.6,5,53,13,22,22,21,20,34,59,0,1022,24,10,36,15,51,28,43,13,2,4,125
125,0,5,10/9/20,25,20,0,11.6,5,45,13,22,22,22,16,37,58,0,1021,25,10,37,13,52,29,45,14,2,4,125
125,0,6,10/10/20,24,16,0,11.6,6,38,13,22,22,21,11,23,60,0,1019,24,10,84,9,64,32,46,15,3,4,125
140,0,7,10/11/20,27,19,0,11.6,6,31,14,23,23,22,6,24,61,0,1016,27,10,162,5,72,31,44,13,2,4,140
125,0,1,10/12/20,25,20,0,11.6,6,23,14,23,23,22,13,15,61,0,1017,25,10,36,11,64,39,41,14,2,4,125
183,0,2,10/13/20,24,19,0,8.7,5,16,13,21,22,21,17,30,61,0.2,1021,24,10,47,14,85,34,46,13,2,4,183
125,0,3,10/14/20,24,20,0,11.6,5,9,13,23,23,21,18,21,58,0,1023,24,10,70,15,48,32,37,11,2,4,125
138,0,4,10/15/20,21,19,0,8.7,4,2,12,20,20,20,19,66,62,0.1,1024,21,10,58,15,52,19,28,18,2,5,138
150,0,5,10/16/20,17,17,0,5.8,4,0,12,17,17,17,13,97,74,2.3,1023,17,6,44,10,56,35,42,18,3,6,150
190,0,6,10/17/20,23,11,0,11.6,5,0,11,19,20,19,12,35,61,0.1,1023,23,10,219,9,87,29,44,15,2,5,190
143,0,7,10/18/20,22,18,0,5.8,5,5,11,19,20,19,11,75,60,0.6,1024,22,10,51,9,73,24,41,14,2,4,143
138,0,1,10/19/20,21,18,0,11.2,6,13,10,19,20,19,10,11,54,0,1024,21,10,43,9,56,33,54,19,2,5,138
162,0,2,10/20/20,23,18,0,8.7,6,20,12,20,21,20,12,19,60,0,1023,23,10,65,10,70,43,27,39,2,7,162
263,0,3,10/21/20,20,14,0,4.2,4,27,14,18,19,18,7,59,70,0,1019,20,10,203,5,109,72,48,28,5,10,263
320,0,4,10/22/20,22,12,0,8.7,4,35,11,18,19,18,15,23,60,0,1018,22,10,234,12,146,85,40,18,3,4,320
167,0,5,10/23/20,20,17,0,8.7,5,42,5,18,18,18,17,1,44,0,1021,20,10,248,15,80,37,37,17,4,5,167
125,0,6,10/24/20,21,17,0,8.7,5,49,6,19,19,19,9,7,44,0,1023,21,10,156,8,66,32,41,20,2,4,125
125,0,1,10/26/20,23,14,0,8.7,6,64,13,20,21,20,13,7,64,0,1019,23,10,117,10,58,30,36,20,3,4,125
138,0,2,10/27/20,23,18,0,8.7,6,71,12,20,21,20,11,9,62,0,1020,23,10,89,9,62,26,38,17,2,5,138
138,0,3,10/28/20,22,18,0,8.7,6,78,12,20,21,20,13,25,62,0,1023,22,10,52,11,71,36,39,17,1,5,138
150,0,4,10/29/20,20,18,0,8.7,5,85,11,19,19,19,15,40,62,0.1,1025,20,10,50,12,75,37,34,13,2,5,150
125,0,5,10/30/20,21,15,0,8.7,5,93,8,18,19,18,14,10,52,0,1026,21,10,30,12,64,31,38,14,2,4,125
150,0,6,10/31/20,23,13,0,8.7,6,97,11,19,20,19,9,8,57,0,1023,23,10,111,7,56,36,38,23,2,6,150
162,0,7,11/1/20,23,18,0,8.7,6,89,13,20,21,20,9,32,63,0,1020,23,10,150,7,61,51,36,28,2,7,162
243,0,1,11/2/20,22,18,0,8.7,5,81,11,19,20,19,12,48,60,0,1022,22,10,261,9,103,70,52,17,1,8,243
320,0,2,11/3/20,18,12,0,8.7,5,74,6,16,16,16,19,7,49,0,1025,18,10,91,16,146,58,34,14,2,6,320
170,0,3,11/4/20,19,11,0,8.7,5,66,5,15,16,15,13,9,48,0,1026,19,10,95,11,81,31,31,12,2,4,170
125,0,4,11/5/20,19,15,0,4.1,4,58,11,17,17,17,17,48,67,0,1023,19,10,115,13,47,29,32,16,1,4,125
162,0,5,11/6/20,25,18,0,8.7,6,51,13,22,22,21,8,18,63,0,1021,25,10,251,6,48,43,40,29,3,7,162
257,0,6,11/7/20,24,19,0,8.7,6,43,9,22,22,21,10,19,46,0,1022,24,10,233,9,95,76,61,48,5,14,257
336,0,7,11/8/20,22,19,0,8.7,6,36,7,20,21,20,15,0,43,0,1026,22,10,133,13,167,86,44,19,4,6,336
309,0,1,11/9/20,20,17,0,8.7,5,28,5,18,18,18,11,3,45,0,1027,20,10,35,10,132,60,37,14,2,4,309
138,0,2,11/10/20,21,17,0,8.7,5,21,6,19,19,19,9,1,44,0,1028,21,10,58,8,63,39,39,20,3,5,138
138,0,3,11/11/20,21,16,0,8.7,5,13,8,19,19,19,10,3,50,0,1030,21,10,71,9,69,31,38,25,2,5,138
138,0,4,11/12/20,22,15,0,8.7,5,6,10,18,19,18,12,12,59,0,1028,22,10,99,10,59,24,39,20,2,5,138
125,0,5,11/13/20,21,13,0,8.7,5,0,11,18,18,18,14,8,62,0,1028,21,10,55,12,56,26,40,20,2,4,125
138,0,6,11/14/20,22,16,0,8.7,5,0,11,18,19,18,13,17,65,0,1027,22,10,70,10,62,38,48,18,2,5,138
163,0,7,11/15/20,22,17,0,5.5,5,0,14,19,20,19,14,43,70,0.1,1024,22,10,96,11,79,43,39,28,2,6,163
213,0,1,11/16/20,23,19,0,5.5,5,2,16,21,22,21,12,62,76,0.2,1022,23,10,99,9,94,34,32,20,2,5,213
140,0,2,11/17/20,24,20,0,8.7,6,9,17,22,22,21,29,39,77,0,1018,24,10,145,21,72,26,26,14,2,5,140
125,0,3,11/18/20,26,21,0,8.7,6,17,18,24,24,23,37,17,73,0,1012,26,10,162,26,54,34,30,12,3,4,125
214,0,4,11/19/20,24,19,0,5.5,5,24,18,23,23,22,15,67,77,4.8,1012,24,10,200,12,50,42,26,22,3,11,214
240,0,5,11/20/20,18,15,0,3.9,4,32,10,17,17,17,19,75,64,0,1020,18,10,30,15,102,39,27,13,2,7,240
240,0,6,11/21/20,18,14,0,3.9,4,39,10,16,16,16,17,80,67,0,1020,18,10,99,14,102,32,24,14,1,4,240
138,0,7,11/22/20,17,13,0,3.9,4,47,12,15,15,15,20,100,79,1.6,1025,17,6,31,15,49,16,23,13,1,5,138
138,0,1,11/23/20,14,12,0,3.8,3,54,5,11,13,11,18,94,60,0,1029,14,10,23,14,51,30,22,12,2,5,138
143,0,2,11/24/20,14,10,0,3.8,3,62,9,12,13,12,12,100,74,0.4,1027,14,9,31,9,73,17,20,16,1,4,143
138,0,3,11/25/20,16,13,0,3.8,4,70,12,15,15,15,8,100,84,3.6,1024,16,7,36,6,61,15,18,20,1,5,138
175,0,4,11/26/20,16,14,0,3.8,3,77,12,14,15,14,13,96,87,11.7,1025,16,9,264,10,53,14,14,23,1,8,175
150,0,5,11/27/20,14,12,0,3.8,3,85,10,12,13,12,19,99,81,1.1,1029,14,7,277,15,54,26,23,14,2,6,150
157,0,6,11/28/20,12,10,0,5.5,3,92,2,9,11,9,19,71,57,0,1032,12,10,96,15,77,34,25,11,2,5,157
160,0,7,11/29/20,13,9,0,5.4,3,100,3,10,11,10,13,61,57,0,1031,13,10,100,10,78,33,28,14,3,5,160
190,0,1,11/30/20,12,6,0,5.4,3,100,4,9,11,9,15,42,59,0,1033,12,10,21,12,87,53,33,15,3,7,190
318,0,2,12/1/20,13,11,0,7.1,3,89,4,10,12,10,17,55,60,0.4,1032,13,9,73,14,144,33,28,14,2,5,318
173,0,3,12/2/20,13,11,0,3.8,3,82,4,11,12,11,16,60,60,0,1029,13,10,37,12,82,25,21,17,2,5,173
175,0,4,12/3/20,10,9,0,3.8,2,75,4,7,10,7,22,74,70,0.7,1031,10,9,299,17,57,51,26,16,2,8,175
310,0,5,12/4/20,10,7,0,8.7,2,67,1,6,9,6,18,28,58,0,1032,10,10,248,15,133,37,24,19,2,7,310
207,0,6,12/5/20,12,7,0,8.7,4,60,2,9,10,9,12,20,56,0,1031,12,10,74,10,92,34,23,25,2,6,207
183,0,7,12/6/20,14,10,0,5.4,3,53,5,12,12,12,13,70,63,0,1027,14,10,78,10,85,31,25,30,1,5,183
177,0,1,12/7/20,13,11,0,3.8,3,46,6,11,12,11,15,90,66,0,1029,13,10,25,12,83,38,26,23,1,5,177
257,0,2,12/8/20,12,8,0,3.8,3,38,5,10,11,10,15,73,64,0,1029,12,10,33,12,107,54,30,17,2,7,257
309,0,3,12/9/20,14,10,0,3.8,3,31,6,11,12,11,13,80,65,0.2,1024,14,9,83,10,132,27,24,25,1,5,309
188,0,4,12/10/20,16,12,0,3.8,3,24,9,14,14,14,5,82,74,0.8,1022,16,8,100,4,69,57,9,36,2,9,188
312,0,5,12/11/20,12,8,0,3.8,3,17,8,10,11,10,10,100,81,2,1021,12,6,133,8,136,72,4,32,1,11,312
338,0,6,12/12/20,16,10,0,8.7,4,9,6,12,13,12,10,27,61,0.3,1021,16,9,214,9,169,107,31,38,4,14,338
369,0,7,12/13/20,13,7,0,8.7,3,2,1,9,11,9,16,35,53,0,1023,13,10,303,13,210,98,39,37,3,12,369
355,0,1,12/14/20,6,4,0.1,3.8,2,0,-3,2,5,2,23,87,55,0.2,1032,6,10,326,18,192,21,21,11, ,7,355
162,0,2,12/15/20,8,4,0,8.7,3,0,-3,2,5,2,17,34,54,0,1034,8,10,182,14,60,28,23,14,1,7,162
200,0,3,12/16/20,9,3,0,8.7,3,5,-4,5,7,5,14,1,47,0,1034,9,10,220,12,75,50,22,18,4,10,200
305,0,4,12/17/20,9,6,0,7.1,2,12,-2,5,7,5,11,34,53,0,1032,9,10,142,10,126,41,26,20,2,9,305
270,0,5,12/18/20,7,4,0,3.8,2,20,3,4,7,4,19,99,77,7.3,1030,7,6,27,14,111,45,22,20,2,9,270
305,0,6,12/19/20,8,4,0,7.1,2,27,-1,4,7,4,18,60,59,0.5,1034,8,9,99,14,126,42,28,17,2,9,305
257,0,7,12/20/20,12,5,0,8.7,3,34,-1,6,8,6,11,8,53,0,1034,12,10,171,9,107,25,26,18,2,6,257
175,0,1,12/21/20,15,7,0,8.7,4,41,0,10,11,10,7,2,50,0,1032,15,10,91,6,65,41,25,34,4,8,175
283,0,2,12/22/20,14,7,0,8.7,4,49,3,10,11,10,9,6,56,0,1028,14,10,102,8,115,56,21,48,4,7,283
326,0,3,12/23/20,15,9,0,8.7,3,56,5,11,12,11,15,60,64,0,1022,15,10,188,10,154,48,18,42,2,6,326
307,0,4,12/24/20,13,9,0,8.7,4,63,3,9,11,9,17,23,58,0,1023,13,10,196,14,129,81,35,37,4,11,307
330,0,5,12/25/20,12,8,0,8.7,4,70,0,9,10,9,11,6,48,0,1026,12,10,53,9,159,63,30,26,2,5,330
230,0,6,12/26/20,13,7,0,3.8,3,78,6,9,11,9,18,63,68,0.1,1023,13,10,128,14,99,36,19,28,1,4,230
214,0,7,12/27/20,15,8,0,5.5,3,85,8,12,12,12,9,61,74,0.4,1020,15,10,284,7,61,54,14,39,4,11,214
308,0,1,12/28/20,16,11,0,7.1,3,92,9,13,14,13,10,36,71,0.1,1021,16,10,130,9,131,71,30,35,3,11,308
328,0,2,12/29/20,15,3,0,5.5,3,100,8,8,11,8,23,75,83,2.9,1021,15,9,237,18,157,22,20,30,1,6,328
150,0,3,12/30/20,-2,-4,0,8.7,2,100,-14,-8,-2,-8,34,21,41,2.3,1035,-2,8,326,28,62,41,22,9,3,6,150
188,0,4,12/31/20,3,-4,0,8.7,2,89,-16,-5,0,-5,20,0,30,0,1035,3,10,315,17,66,55,19,18,3,9,188
233,0,5,1/1/21,9,2,0,8.7,3,79,-10,4,5,4,7,0,34,0,1031,9,10,277,6,100,47,19,27,4,10,233
277,0,6,1/2/21,9,1,0,8.7,3,71,-7,5,6,5,6,4,39,0,1030,9,10,204,5,113,52,23,31,4,10,277
314,0,7,1/3/21,9,2,0,3.9,2,64,2,5,7,5,15,72,69,0,1030,9,10,64,10,138,50,24,26,1,7,314
287,0,1,1/4/21,12,8,0,3.9,3,57,5,8,10,8,16,84,72,0.2,1028,12,10,78,12,116,39,21,24,1,5,287
153,0,2,1/5/21,9,5,0,3.9,2,50,2,5,8,5,23,95,67,0.2,1029,9,9,28,17,76,43,28,13,1,6,153
227,0,3,1/6/21,7,4,0,4,2,42,-4,3,5,3,16,71,52,0,1030,7,10,161,13,98,41,23,15,2,7,227
237,0,4,1/7/21,-3,-5,0,7.1,1,35,-23,-9,-3,-9,28,51,23,0.2,1034,-3,10,332,23,101,60,20,9,2,7,237
188,0,5,1/8/21,1,-6,0,8.7,2,28,-23,-8,-2,-8,22,14,18,0,1033,1,10,311,18,81,46,19,13,3,9,188
200,0,6,1/9/21,6,-4,0,8.7,2,20,-18,-1,2,-1,14,3,21,0,1031,6,10,281,13,80,57,20,24,4,10,200
270,0,7,1/10/21,7,-2,0,8.7,2,13,-15,2,4,2,8,15,25,0,1031,7,10,228,7,111,63,17,34,6,13,270
322,0,1,1/11/21,6,0,0,8.7,1,6,-11,2,4,2,15,20,33,0,1030,6,10,303,12,149,61,18,31,5,10,322
317,0,2,1/12/21,11,1,0,8.7,3,0,-8,4,7,4,15,0,35,0,1024,11,10,253,13,142,96,24,32,3,8,317
290,0,3,1/13/21,16,7,0,8.7,4,0,-3,10,11,10,12,1,40,0,1020,16,10,195,11,117,79,18,43,4,8,290
310,0,4,1/14/21,14,8,0,7.1,3,1,0,11,12,11,12,20,47,0,1019,14,10,154,9,133,72,38,50,3,10,310
318,0,5,1/15/21,18,7,0,8.7,5,8,4,13,15,13,16,1,57,0,1018,18,10,211,13,143,65,28,32,3,9,318
305,0,6,1/16/21,7,4,0,7.1,2,16,-2,3,6,3,22,53,60,0,1029,7,10,8,18,127,64,27,8,1,5,305
203,0,7,1/17/21,8,1,0,8.7,3,23,-7,2,5,2,14,11,43,0,1033,8,10,297,11,91,62,25,17,4,7,203
273,0,1,1/18/21,14,1,0,8.7,4,30,-5,7,9,7,12,0,39,0,1028,14,10,226,10,112,78,21,36,4,9,273
327,0,2,1/19/21,10,6,0,8.7,3,38,1,6,9,6,20,18,57,0,1028,10,10,108,16,155,59,32,29,3,7,327
287,0,3,1/20/21,14,9,0,5.6,3,45,7,9,11,9,28,56,75,0,1024,14,10,135,19,116,32,26,21,1,6,287
175,0,4,1/21/21,20,12,0,4,4,52,11,15,15,15,16,62,79,0.2,1020,20,10,172,11,59,43,14,33,4,8,175
223,0,5,1/22/21,12,10,0,4,3,59,8,11,12,11,14,98,79,0,1019,12,10,46,11,97,34,25,21,1,8,223
270,0,6,1/23/21,9,7,0,4,2,67,6,7,9,7,15,95,82,2.1,1020,9,7,143,12,111,47,32,18,1,8,270
306,0,7,1/24/21,12,6,0,5.6,2,74,5,8,9,8,11,60,75,0,1024,12,10,168,8,128,58,22,24,2,8,306
322,0,1,1/25/21,14,9,0,7.1,3,81,7,11,12,11,14,64,76,0.2,1022,14,10,91,10,148,29,26,23,1,5,322
229,0,2,1/26/21,12,10,0,4,3,88,7,10,11,10,12,91,77,1.1,1023,12,8,233,9,69,28,24,27,1,12,229
200,0,3,1/27/21,11,7,0,8.7,2,96,4,7,9,7,13,55,72,0,1024,11,10,49,11,90,50,38,16,2,9,200
309,0,4,1/28/21,10,4,0,8.7,3,100,-5,5,8,5,24,16,44,0,1028,10,10,291,19,132,72,28,20,2,10,309
320,0,5,1/29/21,9,6,0,8.7,3,90,-9,5,7,5,11,0,32,0,1030,9,10,188,10,146,62,24,13,3,6,320
162,0,6,1/30/21,13,5,0,8.7,4,82,0,8,9,8,12,5,56,0,1027,13,10,159,10,58,56,37,17,4,7,162
,,,,,,,,,,,,,,,,,,,,,,,, , , , , ,
